ProductID;ProductNumber;ProductName;ModelName;Price
680;FR-R92B-58;HL Road Frame - Black 58;HL Road Frame;1431.5
706;FR-R92R-58;HL Road Frame - Red 58;HL Road Frame;1431.5
707;HL-U509-R;Sport-100 Helmet Red;Sport-100;34.99
708;HL-U509;Sport-100 Helmet Black;Sport-100;34.99
709;SO-B909-M;Mountain Bike Socks M;Mountain Bike Socks;9.5
710;SO-B909-L;Mountain Bike Socks L;Mountain Bike Socks;9.5
711;HL-U509-B;Sport-100 Helmet Blue;Sport-100;34.99
712;CA-1098;AWC Logo Cap;Cycling Cap;8.99
713;LJ-0192-S;Long-Sleeve Logo Jersey S;Long-Sleeve Logo Jersey;49.99
714;LJ-0192-M;Long-Sleeve Logo Jersey M;Long-Sleeve Logo Jersey;49.99
715;LJ-0192-L;Long-Sleeve Logo Jersey L;Long-Sleeve Logo Jersey;49.99
716;LJ-0192-X;Long-Sleeve Logo Jersey XL;Long-Sleeve Logo Jersey;49.99
717;FR-R92R-62;HL Road Frame - Red 62;HL Road Frame;1431.5
718;FR-R92R-44;HL Road Frame - Red 44;HL Road Frame;1431.5
719;FR-R92R-48;HL Road Frame - Red 48;HL Road Frame;1431.5
720;FR-R92R-52;HL Road Frame - Red 52;HL Road Frame;1431.5
721;FR-R92R-56;HL Road Frame - Red 56;HL Road Frame;1431.5
722;FR-R38B-58;LL Road Frame - Black 58;LL Road Frame;337.22
723;FR-R38B-60;LL Road Frame - Black 60;LL Road Frame;337.22
724;FR-R38B-62;LL Road Frame - Black 62;LL Road Frame;337.22
725;FR-R38R-44;LL Road Frame - Red 44;LL Road Frame;337.22
726;FR-R38R-48;LL Road Frame - Red 48;LL Road Frame;337.22
727;FR-R38R-52;LL Road Frame - Red 52;LL Road Frame;337.22
728;FR-R38R-58;LL Road Frame - Red 58;LL Road Frame;337.22
729;FR-R38R-60;LL Road Frame - Red 60;LL Road Frame;337.22
730;FR-R38R-62;LL Road Frame - Red 62;LL Road Frame;337.22
731;FR-R72R-44;ML Road Frame - Red 44;ML Road Frame;594.83
732;FR-R72R-48;ML Road Frame - Red 48;ML Road Frame;594.83
733;FR-R72R-52;ML Road Frame - Red 52;ML Road Frame;594.83
734;FR-R72R-58;ML Road Frame - Red 58;ML Road Frame;594.83
735;FR-R72R-60;ML Road Frame - Red 60;ML Road Frame;594.83
736;FR-R38B-44;LL Road Frame - Black 44;LL Road Frame;337.22
737;FR-R38B-48;LL Road Frame - Black 48;LL Road Frame;337.22
738;FR-R38B-52;LL Road Frame - Black 52;LL Road Frame;337.22
739;FR-M94S-42;HL Mountain Frame - Silver 42;HL Mountain Frame;1364.5
740;FR-M94S-44;HL Mountain Frame - Silver 44;HL Mountain Frame;1364.5
741;FR-M94S-52;HL Mountain Frame - Silver 48;HL Mountain Frame;1364.5
742;FR-M94S-46;HL Mountain Frame - Silver 46;HL Mountain Frame;1364.5
743;FR-M94B-42;HL Mountain Frame - Black 42;HL Mountain Frame;1349.6
744;FR-M94B-44;HL Mountain Frame - Black 44;HL Mountain Frame;1349.6
745;FR-M94B-48;HL Mountain Frame - Black 48;HL Mountain Frame;1349.6
746;FR-M94B-46;HL Mountain Frame - Black 46;HL Mountain Frame;1349.6
747;FR-M94B-38;HL Mountain Frame - Black 38;HL Mountain Frame;1349.6
748;FR-M94S-38;HL Mountain Frame - Silver 38;HL Mountain Frame;1364.5
749;BK-R93R-62;Road-150 Red 62;Road-150;3578.27
750;BK-R93R-44;Road-150 Red 44;Road-150;3578.27
751;BK-R93R-48;Road-150 Red 48;Road-150;3578.27
752;BK-R93R-52;Road-150 Red 52;Road-150;3578.27
753;BK-R93R-56;Road-150 Red 56;Road-150;3578.27
754;BK-R68R-58;Road-450 Red 58;Road-450;1457.99
755;BK-R68R-60;Road-450 Red 60;Road-450;1457.99
756;BK-R68R-44;Road-450 Red 44;Road-450;1457.99
757;BK-R68R-48;Road-450 Red 48;Road-450;1457.99
758;BK-R68R-52;Road-450 Red 52;Road-450;1457.99
759;BK-R50R-58;Road-650 Red 58;Road-650;782.99
760;BK-R50R-60;Road-650 Red 60;Road-650;782.99
761;BK-R50R-62;Road-650 Red 62;Road-650;782.99
762;BK-R50R-44;Road-650 Red 44;Road-650;782.99
763;BK-R50R-48;Road-650 Red 48;Road-650;782.99
764;BK-R50R-52;Road-650 Red 52;Road-650;782.99
765;BK-R50B-58;Road-650 Black 58;Road-650;782.99
766;BK-R50B-60;Road-650 Black 60;Road-650;782.99
767;BK-R50B-62;Road-650 Black 62;Road-650;782.99
768;BK-R50B-44;Road-650 Black 44;Road-650;782.99
769;BK-R50B-48;Road-650 Black 48;Road-650;782.99
770;BK-R50B-52;Road-650 Black 52;Road-650;782.99
771;BK-M82S-38;Mountain-100 Silver 38;Mountain-100;3399.99
772;BK-M82S-42;Mountain-100 Silver 42;Mountain-100;3399.99
773;BK-M82S-44;Mountain-100 Silver 44;Mountain-100;3399.99
774;BK-M82S-48;Mountain-100 Silver 48;Mountain-100;3399.99
775;BK-M82B-38;Mountain-100 Black 38;Mountain-100;3374.99
776;BK-M82B-42;Mountain-100 Black 42;Mountain-100;3374.99
777;BK-M82B-44;Mountain-100 Black 44;Mountain-100;3374.99
778;BK-M82B-48;Mountain-100 Black 48;Mountain-100;3374.99
779;BK-M68S-38;Mountain-200 Silver 38;Mountain-200;2319.99
780;BK-M68S-42;Mountain-200 Silver 42;Mountain-200;2319.99
781;BK-M68S-46;Mountain-200 Silver 46;Mountain-200;2319.99
782;BK-M68B-38;Mountain-200 Black 38;Mountain-200;2294.99
783;BK-M68B-42;Mountain-200 Black 42;Mountain-200;2294.99
784;BK-M68B-46;Mountain-200 Black 46;Mountain-200;2294.99
785;BK-M47B-38;Mountain-300 Black 38;Mountain-300;1079.99
786;BK-M47B-40;Mountain-300 Black 40;Mountain-300;1079.99
787;BK-M47B-44;Mountain-300 Black 44;Mountain-300;1079.99
788;BK-M47B-48;Mountain-300 Black 48;Mountain-300;1079.99
789;BK-R89R-44;Road-250 Red 44;Road-250;2443.35
790;BK-R89R-48;Road-250 Red 48;Road-250;2443.35
791;BK-R89R-52;Road-250 Red 52;Road-250;2443.35
792;BK-R89R-58;Road-250 Red 58;Road-250;2443.35
793;BK-R89B-44;Road-250 Black 44;Road-250;2443.35
794;BK-R89B-48;Road-250 Black 48;Road-250;2443.35
795;BK-R89B-52;Road-250 Black 52;Road-250;2443.35
796;BK-R89B-58;Road-250 Black 58;Road-250;2443.35
797;BK-R64Y-38;Road-550-W Yellow 38;Road-550-W;1120.49
798;BK-R64Y-40;Road-550-W Yellow 40;Road-550-W;1120.49
799;BK-R64Y-42;Road-550-W Yellow 42;Road-550-W;1120.49
800;BK-R64Y-44;Road-550-W Yellow 44;Road-550-W;1120.49
801;BK-R64Y-48;Road-550-W Yellow 48;Road-550-W;1120.49
802;FK-1639;LL Fork;LL Fork;148.22
803;FK-5136;ML Fork;ML Fork;175.49
804;FK-9939;HL Fork;HL Fork;229.49
805;HS-0296;LL Headset;LL Headset;34.2
806;HS-2451;ML Headset;ML Headset;102.29
807;HS-3479;HL Headset;HL Headset;124.73
808;HB-M243;LL Mountain Handlebars;LL Mountain Handlebars;44.54
809;HB-M763;ML Mountain Handlebars;ML Mountain Handlebars;61.92
810;HB-M918;HL Mountain Handlebars;HL Mountain Handlebars;120.27
811;HB-R504;LL Road Handlebars;LL Road Handlebars;44.54
812;HB-R720;ML Road Handlebars;ML Road Handlebars;61.92
813;HB-R956;HL Road Handlebars;HL Road Handlebars;120.27
814;FR-M63B-38;ML Mountain Frame - Black 38;ML Mountain Frame-W;348.76
815;FW-M423;LL Mountain Front Wheel;LL Mountain Front Wheel;60.745
816;FW-M762;ML Mountain Front Wheel;ML Mountain Front Wheel;209.025
817;FW-M928;HL Mountain Front Wheel;HL Mountain Front Wheel;300.215
818;FW-R623;LL Road Front Wheel;LL Road Front Wheel;85.565
819;FW-R762;ML Road Front Wheel;ML Road Front Wheel;248.385
820;FW-R820;HL Road Front Wheel;HL Road Front Wheel;330.06
821;FW-T905;Touring Front Wheel;Touring Front Wheel;218.01
822;FR-R72Y-38;ML Road Frame-W - Yellow 38;ML Road Frame-W;594.83
823;RW-M423;LL Mountain Rear Wheel;LL Mountain Rear Wheel;87.745
824;RW-M762;ML Mountain Rear Wheel;ML Mountain Rear Wheel;236.025
825;RW-M928;HL Mountain Rear Wheel;HL Mountain Rear Wheel;327.215
826;RW-R623;LL Road Rear Wheel;LL Road Rear Wheel;112.565
827;RW-R762;ML Road Rear Wheel;ML Road Rear Wheel;275.385
828;RW-R820;HL Road Rear Wheel;HL Road Rear Wheel;357.06
829;RW-T905;Touring Rear Wheel;Touring Rear Wheel;245.01
830;FR-M63B-40;ML Mountain Frame - Black 40;ML Mountain Frame;348.76
831;FR-M63B-44;ML Mountain Frame - Black 44;ML Mountain Frame;348.76
832;FR-M63B-48;ML Mountain Frame - Black 48;ML Mountain Frame;348.76
833;FR-R72Y-40;ML Road Frame-W - Yellow 40;ML Road Frame-W;594.83
834;FR-R72Y-42;ML Road Frame-W - Yellow 42;ML Road Frame-W;594.83
835;FR-R72Y-44;ML Road Frame-W - Yellow 44;ML Road Frame-W;594.83
836;FR-R72Y-48;ML Road Frame-W - Yellow 48;ML Road Frame-W;594.83
837;FR-R92B-62;HL Road Frame - Black 62;HL Road Frame;1431.5
838;FR-R92B-44;HL Road Frame - Black 44;HL Road Frame;1431.5
839;FR-R92B-48;HL Road Frame - Black 48;HL Road Frame;1431.5
840;FR-R92B-52;HL Road Frame - Black 52;HL Road Frame;1431.5
842;PA-T100;Touring-Panniers Large;Touring-Panniers;125.0
843;LO-C100;Cable Lock;Cable Lock;25.0
844;PU-0452;Minipump;Minipump;19.99
845;PU-M044;Mountain Pump;Mountain Pump;24.99
847;LT-H902;Headlights - Dual-Beam;Headlights - Dual-Beam;34.99
848;LT-H903;Headlights - Weatherproof;Headlights - Weatherproof;44.99
870;WB-H098;Water Bottle - 30 oz.;Water Bottle;4.99
871;BC-M005;Mountain Bottle Cage;Mountain Bottle Cage;9.99
872;BC-R205;Road Bottle Cage;Road Bottle Cage;8.99
873;PK-7098;Patch Kit/8 Patches;Patch kit;2.29
874;SO-R809-M;Racing Socks M;Racing Socks;8.99
875;SO-R809-L;Racing Socks L;Racing Socks;8.99
876;RA-H123;Hitch Rack - 4-Bike;Hitch Rack - 4-Bike;120.0
877;CL-9009;Bike Wash - Dissolver;Bike Wash;7.95
878;FE-6654;Fender Set - Mountain;Fender Set - Mountain;21.98
879;ST-1401;All-Purpose Bike Stand;All-Purpose Bike Stand;159.0
880;HY-1023-70;Hydration Pack - 70 oz.;Hydration Pack;54.99
885;FR-T98Y-60;HL Touring Frame - Yellow 60;HL Touring Frame;1003.91
886;FR-T67Y-62;LL Touring Frame - Yellow 62;LL Touring Frame;333.42
887;FR-T98Y-46;HL Touring Frame - Yellow 46;HL Touring Frame;1003.91
888;FR-T98Y-50;HL Touring Frame - Yellow 50;HL Touring Frame;1003.91
889;FR-T98Y-54;HL Touring Frame - Yellow 54;HL Touring Frame;1003.91
890;FR-T98U-46;HL Touring Frame - Blue 46;HL Touring Frame;1003.91
891;FR-T98U-50;HL Touring Frame - Blue 50;HL Touring Frame;1003.91
892;FR-T98U-54;HL Touring Frame - Blue 54;HL Touring Frame;1003.91
893;FR-T98U-60;HL Touring Frame - Blue 60;HL Touring Frame;1003.91
894;RD-2308;Rear Derailleur;Rear Derailleur;121.46
895;FR-T67U-50;LL Touring Frame - Blue 50;LL Touring Frame;333.42
896;FR-T67U-54;LL Touring Frame - Blue 54;LL Touring Frame;333.42
897;FR-T67U-58;LL Touring Frame - Blue 58;LL Touring Frame;333.42
898;FR-T67U-62;LL Touring Frame - Blue 62;LL Touring Frame;333.42
899;FR-T67Y-44;LL Touring Frame - Yellow 44;LL Touring Frame;333.42
900;FR-T67Y-50;LL Touring Frame - Yellow 50;LL Touring Frame;333.42
901;FR-T67Y-54;LL Touring Frame - Yellow 54;LL Touring Frame;333.42
902;FR-T67Y-58;LL Touring Frame - Yellow 58;LL Touring Frame;333.42
903;FR-T67U-44;LL Touring Frame - Blue 44;LL Touring Frame;333.42
904;FR-M63S-40;ML Mountain Frame-W - Silver 40;ML Mountain Frame-W;364.09
905;FR-M63S-42;ML Mountain Frame-W - Silver 42;ML Mountain Frame-W;364.09
906;FR-M63S-46;ML Mountain Frame-W - Silver 46;ML Mountain Frame-W;364.09
907;RB-9231;Rear Brakes;Rear Brakes;106.5
908;SE-M236;LL Mountain Seat/Saddle;LL Mountain Seat/Saddle 2;27.12
909;SE-M798;ML Mountain Seat/Saddle;ML Mountain Seat/Saddle 2;39.14
910;SE-M940;HL Mountain Seat/Saddle;HL Mountain Seat/Saddle 2;52.64
911;SE-R581;LL Road Seat/Saddle;LL Road Seat/Saddle 1;27.12
912;SE-R908;ML Road Seat/Saddle;ML Road Seat/Saddle 2;39.14
913;SE-R995;HL Road Seat/Saddle;HL Road Seat/Saddle 2;52.64
914;SE-T312;LL Touring Seat/Saddle;LL Touring Seat/Saddle;27.12
915;SE-T762;ML Touring Seat/Saddle;ML Touring Seat/Saddle;39.14
916;SE-T924;HL Touring Seat/Saddle;HL Touring Seat/Saddle;52.64
917;FR-M21S-42;LL Mountain Frame - Silver 42;LL Mountain Frame;264.05
918;FR-M21S-44;LL Mountain Frame - Silver 44;LL Mountain Frame;264.05
919;FR-M21S-48;LL Mountain Frame - Silver 48;LL Mountain Frame;264.05
920;FR-M21S-52;LL Mountain Frame - Silver 52;LL Mountain Frame;264.05
921;TT-M928;Mountain Tire Tube;Mountain Tire Tube;4.99
922;TT-R982;Road Tire Tube;Road Tire Tube;3.99
923;TT-T092;Touring Tire Tube;Touring Tire Tube;4.99
924;FR-M21B-42;LL Mountain Frame - Black 42;LL Mountain Frame;249.79
925;FR-M21B-44;LL Mountain Frame - Black 44;LL Mountain Frame;249.79
926;FR-M21B-48;LL Mountain Frame - Black 48;LL Mountain Frame;249.79
927;FR-M21B-52;LL Mountain Frame - Black 52;LL Mountain Frame;249.79
928;TI-M267;LL Mountain Tire;LL Mountain Tire;24.99
929;TI-M602;ML Mountain Tire;ML Mountain Tire;29.99
930;TI-M823;HL Mountain Tire;HL Mountain Tire;35.0
931;TI-R092;LL Road Tire;LL Road Tire;21.49
932;TI-R628;ML Road Tire;ML Road Tire;24.99
933;TI-R982;HL Road Tire;HL Road Tire;32.6
934;TI-T723;Touring Tire;Touring Tire;28.99
935;PD-M282;LL Mountain Pedal;LL Mountain Pedal;40.49
936;PD-M340;ML Mountain Pedal;ML Mountain Pedal;62.09
937;PD-M562;HL Mountain Pedal;HL Mountain Pedal;80.99
938;PD-R347;LL Road Pedal;LL Road Pedal;40.49
939;PD-R563;ML Road Pedal;ML Road Pedal;62.09
940;PD-R853;HL Road Pedal;HL Road Pedal;80.99
941;PD-T852;Touring Pedal;Touring Pedal;80.99
942;FR-M63S-38;ML Mountain Frame-W - Silver 38;ML Mountain Frame-W;364.09
943;FR-M21B-40;LL Mountain Frame - Black 40;LL Mountain Frame;249.79
944;FR-M21S-40;LL Mountain Frame - Silver 40;LL Mountain Frame;264.05
945;FD-2342;Front Derailleur;Front Derailleur;91.49
946;HB-T721;LL Touring Handlebars;LL Touring Handlebars;46.09
947;HB-T928;HL Touring Handlebars;HL Touring Handlebars;91.57
948;FB-9873;Front Brakes;Front Brakes;106.5
949;CS-4759;LL Crankset;LL Crankset;175.49
950;CS-6583;ML Crankset;ML Crankset;256.49
951;CS-9183;HL Crankset;HL Crankset;404.99
952;CH-0234;Chain;Chain;20.24
953;BK-T44U-60;Touring-2000 Blue 60;Touring-2000;1214.85
954;BK-T79Y-46;Touring-1000 Yellow 46;Touring-1000;2384.07
955;BK-T79Y-50;Touring-1000 Yellow 50;Touring-1000;2384.07
956;BK-T79Y-54;Touring-1000 Yellow 54;Touring-1000;2384.07
957;BK-T79Y-60;Touring-1000 Yellow 60;Touring-1000;2384.07
958;BK-T18U-54;Touring-3000 Blue 54;Touring-3000;742.35
959;BK-T18U-58;Touring-3000 Blue 58;Touring-3000;742.35
960;BK-T18U-62;Touring-3000 Blue 62;Touring-3000;742.35
961;BK-T18Y-44;Touring-3000 Yellow 44;Touring-3000;742.35
962;BK-T18Y-50;Touring-3000 Yellow 50;Touring-3000;742.35
963;BK-T18Y-54;Touring-3000 Yellow 54;Touring-3000;742.35
964;BK-T18Y-58;Touring-3000 Yellow 58;Touring-3000;742.35
965;BK-T18Y-62;Touring-3000 Yellow 62;Touring-3000;742.35
966;BK-T79U-46;Touring-1000 Blue 46;Touring-1000;2384.07
967;BK-T79U-50;Touring-1000 Blue 50;Touring-1000;2384.07
968;BK-T79U-54;Touring-1000 Blue 54;Touring-1000;2384.07
969;BK-T79U-60;Touring-1000 Blue 60;Touring-1000;2384.07
970;BK-T44U-46;Touring-2000 Blue 46;Touring-2000;1214.85
971;BK-T44U-50;Touring-2000 Blue 50;Touring-2000;1214.85
972;BK-T44U-54;Touring-2000 Blue 54;Touring-2000;1214.85
973;BK-R79Y-40;Road-350-W Yellow 40;Road-350-W;1700.99
974;BK-R79Y-42;Road-350-W Yellow 42;Road-350-W;1700.99
975;BK-R79Y-44;Road-350-W Yellow 44;Road-350-W;1700.99
976;BK-R79Y-48;Road-350-W Yellow 48;Road-350-W;1700.99
977;BK-R19B-58;Road-750 Black 58;Road-750;539.99
978;BK-T18U-44;Touring-3000 Blue 44;Touring-3000;742.35
979;BK-T18U-50;Touring-3000 Blue 50;Touring-3000;742.35
980;BK-M38S-38;Mountain-400-W Silver 38;Mountain-400-W;769.49
981;BK-M38S-40;Mountain-400-W Silver 40;Mountain-400-W;769.49
982;BK-M38S-42;Mountain-400-W Silver 42;Mountain-400-W;769.49
983;BK-M38S-46;Mountain-400-W Silver 46;Mountain-400-W;769.49
984;BK-M18S-40;Mountain-500 Silver 40;Mountain-500;564.99
985;BK-M18S-42;Mountain-500 Silver 42;Mountain-500;564.99
986;BK-M18S-44;Mountain-500 Silver 44;Mountain-500;564.99
987;BK-M18S-48;Mountain-500 Silver 48;Mountain-500;564.99
988;BK-M18S-52;Mountain-500 Silver 52;Mountain-500;564.99
989;BK-M18B-40;Mountain-500 Black 40;Mountain-500;539.99
990;BK-M18B-42;Mountain-500 Black 42;Mountain-500;539.99
991;BK-M18B-44;Mountain-500 Black 44;Mountain-500;539.99
992;BK-M18B-48;Mountain-500 Black 48;Mountain-500;539.99
993;BK-M18B-52;Mountain-500 Black 52;Mountain-500;539.99
994;BB-7421;LL Bottom Bracket;LL Bottom Bracket;53.99
995;BB-8107;ML Bottom Bracket;ML Bottom Bracket;101.24
996;BB-9108;HL Bottom Bracket;HL Bottom Bracket;121.49
997;BK-R19B-44;Road-750 Black 44;Road-750;539.99
998;BK-R19B-48;Road-750 Black 48;Road-750;539.99
999;BK-R19B-52;Road-750 Black 52;Road-750;539.99
